Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category_Predicted
Charles Anderson,Male,19,Mexico,"Bennett, Marsh and Nelson School",Cape Town,8.0,1534.0,100.0,German,No,Yes,3.4,Excellent
Erika Stevenson,Male,19,Philippines,Raymond LLC School,Houston,9.0,1590.0,77.0,English,No,Yes,3.74,Excellent
Julie Lopez,Female,19,Colombia,Ferrell Inc School,Berlin,8.0,1254.0,73.0,English,Yes,Yes,0.57,Poor
Chad Robinson,Female,19,US,Brown Ltd School,Beijing,6.0,1293.0,96.0,Spanish,No,No,1.11,Average
Makayla Martin,Female,18,Turkey,"Mitchell, Smith and Garcia School",Houston,10.0,1547.0,68.0,Spanish,No,No,3.27,Excellent
Leah Gardner,Male,19,Argentina,"Gomez, Hunter and Reynolds School",London,9.0,1571.0,85.0,French,No,Yes,3.62,Excellent
John Sutton,Female,17,Italy,Carter LLC School,Cape Town,9.0,1368.0,76.0,Spanish,No,No,1.66,Average
George Combs,Female,18,Brazil,Smith LLC School,Phoenix,7.0,1220.0,62.0,German,Yes,No,0.16,Poor
Carl Avila,Female,17,UK,Ashley Inc School,Moscow,9.0,1216.0,74.0,Spanish,Yes,No,0.23,Poor
Sandra Pratt,Female,19,Japan,Thompson LLC School,Beijing,8.0,1430.0,71.0,German,Yes,No,2.19,Good
Richard Richardson,Male,17,South Africa,Baker-Higgins School,Toronto,9.0,1357.0,87.0,English,No,No,1.65,Average
Thomas Brown,Male,18,Spain,"Nelson, Santana and Meyer School",Toronto,6.0,1211.0,98.0,French,No,Yes,0.36,Poor
Brian Estrada,Female,18,Argentina,Shepard Ltd School,Vancouver,9.0,1433.0,71.0,French,Yes,Yes,2.23,Good
Samuel Yoder,Male,18,Philippines,"Blake, Jackson and Stevens School",Phoenix,10.0,1205.0,92.0,German,Yes,Yes,0.28,Poor
Rachel Bowman,Male,17,Russia,"Garcia, Stevenson and Melton School",Beijing,6.0,1515.0,62.0,Spanish,No,Yes,2.9,Good
Valerie Nichols,Male,18,Argentina,Garcia Inc School,Tokyo,10.0,1323.0,82.0,English,Yes,No,1.3,Average
Sarah Gutierrez,Female,17,South Africa,Russell-Christian School,Toronto,8.0,1216.0,63.0,Spanish,Yes,No,0.14,Poor
Daniel Smith,Female,19,Russia,Richardson-Goodwin School,Houston,9.0,1435.0,97.0,German,No,Yes,2.46,Good
Stephanie Pollard,Male,19,Pakistan,Wiggins Ltd School,Cape Town,9.0,1359.0,91.0,Spanish,No,No,1.7,Average
Andrew Dean,Male,17,US,"Nelson, Cox and Perkins School",Vancouver,8.0,1590.0,86.0,German,Yes,Yes,3.8,Excellent
Samantha Tucker,Male,18,Argentina,King-Massey School,New York,9.0,1418.0,93.0,English,Yes,No,2.27,Good
Cheryl Watson,Male,17,Spain,Cooper and Sons School,New York,10.0,1310.0,86.0,Spanish,Yes,No,1.21,Average
Joseph Chapman,Male,17,Vietnam,Hill PLC School,Dubai,8.0,1484.0,99.0,English,Yes,No,2.92,Good
Sheena Dyer,Female,17,South Korea,"Ingram, Huang and Jones School",Tokyo,7.0,1309.0,89.0,French,No,Yes,1.21,Average
Jared Massey,Female,19,Mexico,Archer-Morse School,Beijing,9.0,1562.0,97.0,French,No,Yes,3.64,Excellent
Erica Johnson,Male,17,Bangladesh,Jones-Murphy School,Tokyo,9.0,1350.0,81.0,English,No,No,1.53,Average
Barbara Moon,Male,19,Argentina,Bush LLC School,Tokyo,9.0,1420.0,65.0,German,No,No,2.06,Good
Joanne Lane,Female,17,Bangladesh,"Taylor, Smith and Taylor School",Phoenix,9.0,1220.0,81.0,French,No,Yes,0.33,Poor
Timothy Smith,Male,19,Nigeria,Herrera-Dennis School,Paris,8.0,1370.0,65.0,English,No,No,1.58,Average
Christopher Lindsey,Female,17,Colombia,"Harrington, Parsons and Martinez School",New York,9.0,1533.0,84.0,German,No,Yes,3.26,Excellent
Jeffery Smith,Female,17,Australia,Hopkins Group School,Berlin,6.0,1522.0,79.0,English,Yes,Yes,3.1,Excellent
John Brock,Male,18,Thailand,Murray LLC School,Los Angeles,8.0,1290.0,85.0,Spanish,No,Yes,1.0,Poor
Mrs. Carrie Harvey DVM,Female,18,Japan,"Brown, Parker and Williams School",Paris,6.0,1290.0,60.0,German,Yes,Yes,0.79,Poor
Charles Stevens,Male,17,Japan,"Obrien, Mayer and Sanchez School",London,7.0,1527.0,68.0,German,No,Yes,3.07,Excellent
Daniel Gonzales,Male,17,South Korea,"Turner, Graham and Osborne School",Sydney,7.0,1572.0,80.0,French,Yes,Yes,3.58,Excellent
Janice Mata,Male,17,Spain,"Garrett, Sanchez and Davis School",Phoenix,8.0,1238.0,98.0,German,Yes,Yes,0.63,Poor
Belinda Thomas,Male,17,Egypt,"Lucas, Zimmerman and Norris School",Los Angeles,9.0,1380.0,75.0,Spanish,No,No,1.76,Average
Tanya Carter,Female,18,Canada,"West, Baker and Perez School",London,8.0,1335.0,77.0,French,No,Yes,1.36,Average
Richard Welch,Male,19,Vietnam,Morgan Group School,Vancouver,8.0,1548.0,89.0,German,No,Yes,3.44,Excellent
Erik Mcclure,Female,17,Turkey,Vance-Mercer School,New York,7.0,1233.0,84.0,English,Yes,No,0.46,Poor
Lisa Roth,Male,18,Germany,Jones Inc School,Tokyo,7.0,1284.0,72.0,German,Yes,No,0.84,Poor
Evelyn Estrada,Female,17,Iran,Thompson Inc School,Berlin,7.0,1501.0,76.0,French,No,Yes,2.89,Good
Kelsey Garza,Female,17,Japan,"Greer, Garcia and Collins School",Vancouver,6.0,1221.0,69.0,German,No,No,0.22,Poor
Michael Cunningham,Female,19,UK,"Cameron, Fields and Shaw School",Toronto,8.0,1397.0,99.0,French,Yes,No,2.11,Good
Mary Espinoza,Male,17,Thailand,Hebert-Jones School,London,9.0,1377.0,65.0,German,No,Yes,1.66,Average
Hannah Green,Male,17,Philippines,"Armstrong, Brooks and Martinez School",Los Angeles,8.0,1334.0,75.0,French,No,No,1.33,Average
Andre Jones,Female,19,Philippines,Zimmerman-Wilson School,Vancouver,8.0,1358.0,61.0,German,Yes,Yes,1.44,Average
Anthony Green,Female,19,Pakistan,Herring-Freeman School,Cape Town,8.0,1412.0,69.0,French,No,Yes,2.01,Good
Joanne Scott,Female,19,Bangladesh,Esparza Group School,Dubai,9.0,1265.0,91.0,English,No,Yes,0.83,Poor
Sarah Graham,Male,19,India,Jensen PLC School,London,8.0,1429.0,68.0,English,Yes,No,2.16,Good
Samantha Johnson,Male,18,Iran,Russell-Smith School,Paris,8.0,1522.0,63.0,French,Yes,No,2.98,Good
Charles Payne,Male,18,Philippines,Bryant-Reed School,Tokyo,6.0,1504.0,79.0,German,No,Yes,2.94,Good
Brian Coleman,Male,18,South Africa,"Williams, Russell and Fitzgerald School",Tokyo,7.0,1262.0,60.0,German,No,No,0.53,Poor
Julie Smith,Female,17,Pakistan,"Torres, Powell and Wise School",Phoenix,8.0,1260.0,63.0,English,Yes,Yes,0.54,Poor
Kristen Thompson,Female,19,Italy,Lee Ltd School,Toronto,8.0,1307.0,92.0,Spanish,No,Yes,1.22,Average
Rebecca Craig,Male,19,South Korea,Hall-Hammond School,Houston,8.0,1344.0,91.0,French,No,No,1.56,Average
Philip Morales,Female,18,Indonesia,"Peterson, Phillips and Calderon School",London,8.0,1363.0,97.0,French,No,Yes,1.78,Average
Erik Wolfe,Male,17,Argentina,"Wright, Gibson and Allen School",New York,8.0,1472.0,94.0,French,No,No,2.77,Good
Tonya Jones,Female,17,Canada,"Luna, Moore and Williams School",Toronto,9.0,1223.0,87.0,French,No,No,0.4,Poor
Lindsay Reed,Female,17,Pakistan,Watson-Martinez School,Cape Town,9.0,1214.0,62.0,French,Yes,Yes,0.11,Poor
Brianna Mcgrath,Female,18,France,Davis Group School,Phoenix,9.0,1357.0,91.0,Spanish,No,Yes,1.68,Average
William Banks,Male,17,Argentina,"Barnett, Reed and Sanchez School",Paris,10.0,1479.0,94.0,French,Yes,Yes,2.85,Good
George Smith,Female,17,Italy,Turner-Walker School,Paris,6.0,1277.0,92.0,French,Yes,Yes,0.93,Poor
Shelby Avila,Female,17,Australia,"Lynch, Valdez and Vincent School",Berlin,7.0,1457.0,80.0,Spanish,No,Yes,2.51,Good
Elizabeth Lewis,Male,19,Bangladesh,Vega PLC School,Chicago,6.0,1304.0,69.0,German,No,No,0.99,Poor
John Ruiz,Male,18,Egypt,"Walsh, Rojas and Hart School",Sydney,9.0,1554.0,94.0,French,No,Yes,3.54,Excellent
Harold Snyder,Male,19,Vietnam,George-Rice School,Dubai,10.0,1558.0,89.0,French,No,Yes,3.54,Excellent
Anthony Mckee,Male,19,Indonesia,Montes-Clark School,Paris,7.0,1319.0,99.0,German,Yes,Yes,1.38,Average
Brittany Little,Male,18,Thailand,"Evans, Taylor and Moody School",Cape Town,10.0,1292.0,66.0,English,Yes,No,0.88,Poor
Haley Nguyen MD,Male,19,Colombia,Stuart Group School,Moscow,6.0,1365.0,69.0,Spanish,Yes,No,1.56,Average
Gregory Carey,Female,17,China,Conley Ltd School,Berlin,10.0,1296.0,68.0,English,No,Yes,0.93,Poor
Jeffrey Avery,Female,17,Brazil,Miller PLC School,Moscow,7.0,1469.0,92.0,English,No,No,2.72,Good
Jeffrey Wright,Female,17,Turkey,"Richards, Atkins and Sims School",Moscow,6.0,1530.0,67.0,English,Yes,No,3.08,Excellent
Shannon Torres PhD,Male,17,UK,Fuller LLC School,Cape Town,8.0,1469.0,63.0,French,Yes,No,2.49,Good
James Marshall,Male,18,Nigeria,Golden-Sullivan School,Toronto,7.0,1530.0,100.0,Spanish,No,Yes,3.35,Excellent
Paul Snyder,Male,19,Vietnam,Hardy-Bennett School,Toronto,7.0,1359.0,61.0,French,No,Yes,1.44,Average
Cory Martin,Female,19,Vietnam,Mitchell-Pierce School,London,7.0,1263.0,93.0,Spanish,No,Yes,0.81,Poor
Bianca Rodriguez,Female,17,Australia,"Russo, Preston and Hall School",Moscow,9.0,1495.0,75.0,French,No,No,2.83,Good
Jason Hubbard,Male,17,Australia,Reeves Group School,New York,8.0,1344.0,94.0,English,No,Yes,1.58,Average
Sandra Rodgers,Male,19,Indonesia,"Martinez, Rodgers and Swanson School",Cape Town,7.0,1469.0,82.0,English,No,No,2.64,Good
Scott Wilson,Male,18,Iran,Anderson-Lewis School,Sydney,8.0,1308.0,96.0,French,No,No,1.26,Average
Norman Ramos,Male,19,Thailand,Cook LLC School,Berlin,9.0,1232.0,97.0,German,No,No,0.57,Poor
Andrew Sampson,Male,17,Argentina,Hines-Robinson School,Sydney,7.0,1597.0,60.0,French,Yes,No,3.65,Excellent
Jessica Harper,Male,17,UK,Pierce-Morris School,Chicago,8.0,1262.0,63.0,English,Yes,Yes,0.56,Poor
April Wallace,Female,18,UK,Williamson Inc School,Phoenix,6.0,1595.0,70.0,German,No,Yes,3.71,Excellent
Michael Murphy,Female,19,Turkey,"Villanueva, Carey and Webb School",Vancouver,7.0,1591.0,87.0,Spanish,No,Yes,3.82,Excellent
Tyler Hale,Female,18,South Korea,Holloway Inc School,Toronto,9.0,1518.0,96.0,German,No,Yes,3.22,Excellent
Christopher Krause,Female,18,Bangladesh,Newman PLC School,Berlin,7.0,1464.0,78.0,German,No,Yes,2.56,Good
Lawrence Barr,Male,17,Turkey,Jackson and Sons School,Moscow,8.0,1431.0,84.0,French,No,No,2.31,Good
Tiffany Knight,Female,19,India,Abbott Inc School,Dubai,9.0,1546.0,68.0,Spanish,Yes,No,3.25,Excellent
Eric Padilla,Female,17,Indonesia,Combs-Cox School,Sydney,6.0,1316.0,92.0,English,No,Yes,1.29,Average
Austin Harrison,Female,19,Turkey,"Perez, Washington and Hart School",Tokyo,8.0,1387.0,99.0,German,Yes,No,2.02,Good
Penny Dawson,Female,17,Canada,Woods-Carr School,Paris,7.0,1448.0,71.0,English,Yes,No,2.35,Good
Mary Mendoza,Male,17,Vietnam,Martin-Miller School,Sydney,10.0,1364.0,80.0,French,Yes,Yes,1.66,Average
Gina Wolf,Female,19,Vietnam,Medina-Owens School,Paris,8.0,1371.0,63.0,Spanish,No,No,1.58,Average
Ariel Gonzalez,Male,19,Italy,"Stewart, Cole and Hayes School",New York,9.0,1332.0,82.0,English,Yes,Yes,1.38,Average
Michael Barnett,Female,17,Australia,Dougherty Inc School,Chicago,8.0,1426.0,80.0,English,Yes,Yes,2.23,Good
John Sheppard,Male,19,Canada,"Williams, Campbell and Acevedo School",Sydney,6.0,1540.0,66.0,German,No,No,3.16,Excellent
Brian Medina,Female,17,Bangladesh,Coleman-Arias School,Houston,9.0,1281.0,78.0,German,No,Yes,0.87,Poor
Angel Blackburn,Male,19,Germany,"Williamson, Rogers and Smith School",Moscow,10.0,1574.0,73.0,French,No,No,3.56,Excellent
Shannon Davis MD,Male,17,Bangladesh,"Moody, Parker and West School",Beijing,8.0,1476.0,81.0,Spanish,Yes,Yes,2.7,Good
Michael Wright,Male,17,Nigeria,"Arnold, Collins and Ortiz School",Beijing,9.0,1529.0,83.0,Spanish,Yes,Yes,3.22,Excellent
Alexander Stewart,Male,17,Spain,Hays Ltd School,Phoenix,10.0,1422.0,60.0,French,Yes,Yes,2.04,Good
Joshua Velez,Female,18,Vietnam,Holland-Williams School,Tokyo,7.0,1512.0,90.0,French,Yes,No,3.11,Excellent
Melissa Key,Male,19,Turkey,"Jackson, Clarke and Moon School",Los Angeles,7.0,1206.0,89.0,Spanish,No,Yes,0.25,Poor
Jessica Tyler,Female,17,South Korea,"Davis, Holt and Wells School",Chicago,8.0,1527.0,75.0,English,No,No,3.13,Excellent
Terry Cooper,Male,18,Egypt,King LLC School,Berlin,8.0,1216.0,62.0,German,No,Yes,0.13,Poor
Bianca Mitchell,Female,17,Pakistan,Glass-Short School,Moscow,9.0,1556.0,90.0,German,No,Yes,3.53,Excellent
Cathy Berg,Female,18,Vietnam,Brady-Brown School,Tokyo,10.0,1597.0,98.0,French,No,Yes,3.98,Excellent
Emily Gallagher,Male,17,Indonesia,Brown-Ford School,Los Angeles,7.0,1318.0,70.0,Spanish,No,Yes,1.14,Average
Mariah Hall,Female,17,Mexico,Bailey-Phillips School,Houston,7.0,1284.0,73.0,Spanish,No,No,0.84,Poor
Sonia Meyer,Female,18,Iran,Montgomery-Thompson School,Chicago,9.0,1506.0,67.0,German,No,Yes,2.87,Good
Jason Shelton,Male,18,Australia,Wilkerson Ltd School,Toronto,7.0,1301.0,83.0,French,Yes,No,1.08,Average
Dr. Andrea Parker DDS,Male,19,Nigeria,George-Byrd School,New York,9.0,1546.0,66.0,Spanish,Yes,No,3.24,Excellent
Kari Gray,Male,19,Vietnam,"Cox, Johnson and Morales School",Moscow,8.0,1241.0,74.0,Spanish,Yes,Yes,0.46,Poor
Megan Lee,Male,18,Iran,Mckinney-Fox School,Dubai,9.0,1250.0,88.0,English,Yes,No,0.66,Poor
Tamara Shannon PhD,Female,19,Japan,"Carlson, Smith and Bennett School",Berlin,6.0,1592.0,82.0,Spanish,Yes,No,3.78,Excellent
Carol Shepard,Female,18,Thailand,Barron-Hopkins School,Tokyo,8.0,1470.0,75.0,English,Yes,No,2.6,Good
Ashley Diaz,Male,19,Vietnam,"Li, Conrad and Webster School",Beijing,8.0,1539.0,77.0,French,Yes,No,3.26,Excellent
Renee Washington,Female,17,Argentina,"Williams, Taylor and Cook School",Sydney,8.0,1330.0,82.0,French,No,No,1.35,Average
Paul Parsons,Female,19,Russia,Hill-Underwood School,Paris,7.0,1471.0,60.0,English,No,No,2.48,Good
Vanessa Wang,Male,17,Germany,Lewis Group School,London,9.0,1438.0,63.0,French,No,Yes,2.21,Good
Briana White,Male,17,Mexico,Schultz-Montoya School,Phoenix,9.0,1441.0,95.0,Spanish,Yes,No,2.5,Good
Richard Peters,Male,19,Bangladesh,"Miller, Hanson and Roberts School",London,7.0,1473.0,63.0,French,Yes,No,2.52,Good
Timothy Shah,Male,18,Pakistan,"Thomas, Braun and Valdez School",Berlin,6.0,1430.0,88.0,French,Yes,No,2.32,Good
Elizabeth Lowe,Female,17,China,Faulkner and Sons School,Los Angeles,6.0,1372.0,97.0,French,Yes,No,1.85,Average
Lori Garcia,Male,17,Turkey,Perez-Holmes School,Dubai,9.0,1310.0,71.0,German,No,Yes,1.08,Average
Stacy Wiley,Male,19,Italy,"Richardson, Smith and Davis School",Cape Town,8.0,1507.0,75.0,German,No,Yes,2.94,Good
Robert Novak,Female,18,UK,Day-Brown School,Tokyo,8.0,1291.0,83.0,English,No,No,1.0,Poor
Adam Miller,Female,18,US,Ramirez and Sons School,Moscow,7.0,1477.0,95.0,German,Yes,No,2.82,Good
Mr. Steven Johnson,Female,19,Iran,Walker-Kim School,Dubai,8.0,1293.0,98.0,German,Yes,No,1.14,Average
Johnny Warren,Male,18,Indonesia,Pena-Powell School,Chicago,8.0,1450.0,90.0,German,Yes,No,2.53,Good
Amy Terry,Male,19,Canada,Medina-Mccarthy School,London,8.0,1499.0,63.0,English,No,No,2.77,Good
Curtis Scott,Male,19,Pakistan,Grimes and Sons School,Phoenix,10.0,1287.0,87.0,English,Yes,Yes,1.0,Poor
Joshua Singh,Female,19,Japan,Wilkins-Campbell School,Toronto,7.0,1224.0,76.0,Spanish,No,Yes,0.31,Poor
Jessica Caldwell,Female,17,Spain,Hill Inc School,New York,9.0,1252.0,79.0,Spanish,Yes,No,0.61,Poor
Hannah Mccarthy,Female,17,Pakistan,Mejia-Branch School,Houston,8.0,1442.0,62.0,Spanish,Yes,Yes,2.23,Good
Jeremiah Barker,Male,17,China,Jensen-Allen School,Dubai,8.0,1540.0,68.0,Spanish,Yes,Yes,3.19,Excellent
Heather Norton,Male,19,Mexico,"Watkins, Gonzalez and Moreno School",London,9.0,1218.0,92.0,German,No,No,0.4,Poor
Frank Cooper,Male,17,Iran,"Hunter, Little and Hart School",Dubai,9.0,1494.0,78.0,Spanish,Yes,No,2.85,Good
Jonathan Mckinney,Female,17,Pakistan,White-Gonzalez School,Phoenix,10.0,1337.0,72.0,English,Yes,Yes,1.35,Average
Yvonne Cooper,Male,17,France,Martin Inc School,Los Angeles,7.0,1391.0,75.0,Spanish,Yes,Yes,1.86,Average
Rachel Murray,Female,19,Nigeria,Vaughn Ltd School,Houston,6.0,1572.0,94.0,Spanish,No,No,3.69,Excellent
Todd Burton,Male,19,Russia,Bell-Boyle School,Tokyo,9.0,1333.0,90.0,English,Yes,Yes,1.45,Average
Rebecca Sandoval,Male,19,Brazil,Jones PLC School,Chicago,8.0,1386.0,71.0,Spanish,Yes,Yes,1.78,Average
Michael Hudson,Female,17,Egypt,Crawford-Terry School,Cape Town,7.0,1205.0,65.0,Spanish,No,Yes,0.04,Poor
Devin Roy,Female,18,Thailand,"Thomas, Martin and Hampton School",Beijing,6.0,1233.0,70.0,English,Yes,No,0.34,Poor
Bobby Potts,Female,17,Japan,Duke-Mendoza School,Moscow,6.0,1303.0,97.0,German,No,Yes,1.21,Average
Theresa Martin,Male,17,Germany,Terry and Sons School,Sydney,10.0,1211.0,83.0,Spanish,No,No,0.26,Poor
Dr. Devon Mooney,Male,19,Australia,Kim-Rhodes School,Vancouver,7.0,1453.0,81.0,Spanish,No,Yes,2.48,Good
Michael Coleman,Male,19,Japan,"Russell, Ruiz and Tanner School",Berlin,7.0,1371.0,84.0,English,Yes,Yes,1.74,Average
Matthew Cruz,Female,17,US,Lamb-Hamilton School,Houston,7.0,1419.0,75.0,English,Yes,Yes,2.12,Good
Karen Wagner,Male,17,Egypt,Mcdonald and Sons School,Dubai,7.0,1270.0,92.0,German,No,Yes,0.87,Poor
John Harris,Female,18,Australia,"Anderson, Curtis and Thomas School",Cape Town,6.0,1318.0,81.0,French,No,Yes,1.22,Average
Stacy Chavez,Male,18,UK,Smith-Allen School,Toronto,8.0,1466.0,65.0,Spanish,No,Yes,2.48,Good
Jeffrey Holland,Female,19,Brazil,"Shaffer, Harris and Davis School",Beijing,6.0,1586.0,65.0,French,No,No,3.58,Excellent
Melissa Cummings,Female,18,Philippines,"Luna, Briggs and Harris School",Phoenix,9.0,1220.0,81.0,English,No,No,0.33,Poor
Tammy Ryan,Male,18,Bangladesh,Greene-Terrell School,New York,7.0,1556.0,97.0,German,Yes,No,3.57,Excellent
Jonathan Watts,Male,19,UK,Baker-Mccormick School,Los Angeles,8.0,1431.0,72.0,English,No,Yes,2.21,Good
Kimberly Brown,Female,18,Iran,Baxter-Ayala School,London,10.0,1426.0,95.0,German,No,No,2.36,Good
Tracey Daniels,Male,17,Pakistan,Stewart-Grimes School,Sydney,9.0,1400.0,91.0,French,Yes,No,2.08,Good
Christy Hinton,Male,18,Pakistan,Carlson Inc School,Toronto,8.0,1228.0,70.0,French,Yes,No,0.3,Poor
Kristina Dawson,Female,19,Pakistan,Diaz-Ross School,Houston,7.0,1236.0,61.0,English,No,Yes,0.3,Poor
Jessica Webster,Female,17,Bangladesh,Lee Inc School,Dubai,7.0,1440.0,64.0,French,No,No,2.22,Good
David Braun,Female,18,Thailand,Price and Sons School,Sydney,9.0,1336.0,89.0,French,No,Yes,1.47,Average
Cory Marks,Female,17,Canada,Cole and Sons School,London,10.0,1567.0,68.0,German,No,No,3.45,Excellent
Amber Williams,Male,17,India,Henderson-Liu School,Houston,9.0,1363.0,75.0,English,Yes,No,1.61,Average
Steven Keith,Male,18,Japan,Williams-Martin School,New York,8.0,1257.0,80.0,Spanish,Yes,No,0.66,Poor
Christopher Farley,Female,18,Vietnam,"Duncan, Freeman and Armstrong School",Houston,9.0,1486.0,89.0,French,No,Yes,2.87,Good
Samantha Pruitt,Female,19,Argentina,Lewis-Jones School,Chicago,8.0,1317.0,65.0,Spanish,No,No,1.09,Average
Karen Bailey,Male,19,Nigeria,Wells-Campbell School,Chicago,6.0,1410.0,76.0,Spanish,No,Yes,2.04,Good
Gerald Drake,Male,17,India,Deleon and Sons School,London,8.0,1479.0,79.0,French,Yes,No,2.71,Good
Debra Mercado,Male,19,Bangladesh,"Wright, Myers and Campbell School",Sydney,10.0,1560.0,82.0,Spanish,No,Yes,3.5,Excellent
Denise Ramirez,Male,17,Germany,"Adkins, Brown and Porter School",Dubai,7.0,1517.0,93.0,English,No,Yes,3.18,Excellent
Christian Sharp,Female,17,Australia,Brown-Wright School,Beijing,9.0,1471.0,67.0,Spanish,No,No,2.55,Good
Angela Miller,Male,19,Philippines,"Anderson, Pacheco and Allen School",Toronto,7.0,1472.0,92.0,French,No,No,2.75,Good
Melissa Arellano,Female,19,UK,Chapman-Hensley School,Tokyo,8.0,1578.0,88.0,Spanish,No,Yes,3.71,Excellent
Jacob Cunningham,Female,19,Iran,"Curry, Harris and Richardson School",Chicago,6.0,1318.0,82.0,German,Yes,No,1.23,Average
Kimberly Patterson,Female,18,Japan,Glenn and Sons School,Berlin,8.0,1200.0,88.0,German,No,No,0.19,Poor
William Johnson,Male,17,Canada,Harmon Inc School,Chicago,9.0,1309.0,76.0,French,Yes,No,1.11,Average
Robert Petty,Male,17,Australia,Bailey and Sons School,Houston,7.0,1287.0,66.0,English,No,No,0.82,Poor
Samantha Collins,Male,17,Indonesia,"Hogan, Wilson and Rodriguez School",Chicago,9.0,1465.0,87.0,Spanish,Yes,No,2.65,Good
Jacob Hunter,Female,19,Indonesia,Gallegos-Li School,Tokyo,9.0,1453.0,81.0,French,Yes,Yes,2.49,Good
Theresa Sims,Female,19,France,Garza-Holt School,Berlin,10.0,1437.0,86.0,Spanish,No,No,2.39,Good
Bryan Mitchell,Female,19,Japan,"Wagner, Anderson and Myers School",Phoenix,7.0,1206.0,74.0,Spanish,No,Yes,0.13,Poor
Manuel Franklin,Female,19,Brazil,Cherry-Weber School,Moscow,8.0,1492.0,96.0,Spanish,Yes,Yes,2.97,Good
Richard Nash,Male,19,Turkey,"Nguyen, Solomon and Rhodes School",Houston,7.0,1329.0,83.0,English,Yes,Yes,1.35,Average
Brian Haynes,Female,18,Philippines,"West, Harrell and Mcmillan School",Toronto,10.0,1466.0,63.0,French,No,No,2.47,Good
Mr. Derrick Olsen,Female,19,Argentina,Hampton PLC School,New York,10.0,1423.0,78.0,Spanish,Yes,No,2.19,Good
John Krause,Male,17,Egypt,"Pena, Velasquez and Duke School",London,8.0,1337.0,90.0,French,Yes,No,1.48,Average
Albert Lewis MD,Male,19,Australia,Schmidt-Morrison School,Dubai,9.0,1254.0,92.0,German,Yes,Yes,0.73,Poor
Lisa Warren,Male,17,Australia,Thomas and Sons School,Cape Town,8.0,1238.0,80.0,German,No,Yes,0.48,Poor
Alexis Summers,Female,19,US,Hernandez-Cruz School,Los Angeles,8.0,1533.0,96.0,English,Yes,No,3.35,Excellent
Shane Morris,Female,19,Mexico,"Campbell, Mora and Warner School",Houston,6.0,1567.0,71.0,French,No,Yes,3.46,Excellent
Lisa Alexander,Male,17,US,"Hamilton, Williams and Lopez School",Vancouver,9.0,1460.0,76.0,English,Yes,Yes,2.52,Good
Jennifer Stevens,Female,17,Spain,Jordan-Davies School,Chicago,7.0,1241.0,96.0,French,No,No,0.63,Poor
David Stevenson,Male,17,France,"Smith, Burns and Holmes School",Tokyo,9.0,1361.0,96.0,French,Yes,Yes,1.76,Average
Karen Mitchell,Male,17,Colombia,Parker LLC School,Phoenix,9.0,1492.0,87.0,Spanish,Yes,No,2.91,Good
Jeffery Hernandez,Female,18,Mexico,Walker and Sons School,Houston,9.0,1512.0,94.0,French,Yes,No,3.15,Excellent
Maria Williams,Female,17,Japan,Weaver PLC School,London,6.0,1247.0,64.0,French,Yes,Yes,0.42,Poor
Michael Parker,Female,19,China,"Baker, Shaffer and Taylor School",Moscow,7.0,1200.0,95.0,French,Yes,No,0.24,Poor
Eric Powell,Female,19,Turkey,Burns-Blackburn School,Los Angeles,7.0,1485.0,73.0,German,No,No,2.72,Good
Christopher Webb,Male,18,Canada,Watkins-Keith School,Tokyo,7.0,1343.0,67.0,French,Yes,Yes,1.34,Average
Christine Mcclain,Female,17,India,"Mann, Hicks and Andrews School",Paris,6.0,1302.0,70.0,Spanish,Yes,Yes,0.98,Poor
Clayton Freeman,Female,19,Argentina,May-Rose School,Sydney,10.0,1205.0,77.0,French,Yes,Yes,0.16,Poor
Kelly Sawyer,Male,18,Brazil,"Joseph, Singleton and Schultz School",London,8.0,1416.0,70.0,German,No,No,2.05,Good
