Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Patricia Williams,Male,19,Turkey,Smith-Brown School,Toronto,9.0,1475.0,71.0,English,Yes,Yes,2.62,Good
Renee Livingston,Male,19,Thailand,Montoya LLC School,Sydney,9.0,1248.0,84.0,German,Yes,Yes,0.61,Poor
Heidi Collier,Female,19,Thailand,Stephens-Thompson School,Dubai,8.0,1575.0,89.0,English,Yes,No,3.69,Excellent
Alyssa Bowen,Male,17,Indonesia,"Thompson, Page and Peterson School",Chicago,8.0,1272.0,98.0,German,Yes,Yes,0.94,Poor
Kimberly Miller,Male,17,Canada,Cochran PLC School,Los Angeles,8.0,1449.0,95.0,French,Yes,Yes,2.56,Good
James Campbell,Female,19,Canada,Hughes-Davis School,Dubai,9.0,1289.0,81.0,German,Yes,Yes,0.96,Poor
Erika Marsh,Female,17,France,Brown-Tran School,Houston,7.0,1323.0,91.0,French,No,No,1.35,Average
Jeremy Hughes,Female,18,Canada,Murray LLC School,Tokyo,6.0,1419.0,82.0,French,Yes,Yes,2.17,Good
Michael Martinez,Male,19,Russia,Davis-Baker School,New York,7.0,1367.0,82.0,German,No,Yes,1.69,Average
Jacob York,Female,17,Mexico,"Mcpherson, Evans and Dixon School",Dubai,9.0,1264.0,65.0,German,No,No,0.6,Poor
Jason Phelps,Male,17,Japan,Graham PLC School,Berlin,7.0,1268.0,65.0,French,Yes,Yes,0.63,Poor
John Brooks,Female,19,Mexico,Hernandez LLC School,Berlin,9.0,1367.0,81.0,French,Yes,Yes,1.69,Average
Justin Scott,Female,17,Russia,Garcia Group School,Sydney,10.0,1503.0,71.0,French,Yes,Yes,2.88,Good
Michael Wise,Female,19,China,Yang and Sons School,Paris,6.0,1559.0,61.0,German,No,No,3.31,Excellent
Barry Cook,Female,17,Germany,Robertson and Sons School,London,9.0,1234.0,89.0,English,No,No,0.52,Poor
Christina Dickerson,Male,18,France,Moon Ltd School,Moscow,8.0,1357.0,61.0,French,Yes,No,1.43,Average
Elizabeth Duncan,Female,19,Vietnam,Terry-Deleon School,New York,9.0,1240.0,84.0,English,Yes,No,0.53,Poor
Mr. James Ellis,Male,18,Egypt,"Kerr, Gregory and Pennington School",Houston,7.0,1207.0,82.0,English,No,No,0.2,Poor
Lauren Larson,Male,19,India,Murphy-Anderson School,Berlin,9.0,1465.0,99.0,French,Yes,No,2.75,Good
Eric Nicholson,Male,17,Spain,"Ramos, Stewart and Nichols School",Beijing,9.0,1441.0,79.0,German,Yes,No,2.37,Good
Jessica Gonzalez,Female,18,Spain,Orozco PLC School,Phoenix,10.0,1265.0,63.0,German,No,No,0.6,Poor
Jared Vang,Female,17,UK,"Arnold, Taylor and Peters School",Tokyo,9.0,1294.0,82.0,German,No,Yes,1.02,Average
Michael Santana,Male,19,US,"Castillo, Martinez and Mahoney School",Vancouver,8.0,1209.0,94.0,Spanish,No,No,0.32,Poor
Megan Williams,Female,19,India,Mccoy and Sons School,Sydney,8.0,1534.0,100.0,German,Yes,No,3.4,Excellent
Samuel Jones,Female,19,Vietnam,"Estes, Burnett and Brown School",Sydney,9.0,1590.0,77.0,English,No,No,3.74,Excellent
Shelly Hodge,Female,19,Japan,Melendez-Johnson School,Beijing,8.0,1254.0,73.0,French,Yes,Yes,0.57,Poor
Tyler Norris,Female,19,India,"Wallace, Kelly and Pierce School",Vancouver,6.0,1293.0,96.0,German,Yes,No,1.11,Average
Maxwell Day,Female,18,Italy,Nicholson and Sons School,Dubai,10.0,1547.0,68.0,English,No,Yes,3.27,Excellent
Elizabeth Wilson,Female,19,Egypt,"Grant, Hart and Stevens School",New York,9.0,1571.0,85.0,Spanish,No,No,3.63,Excellent
Kimberly Stevens,Female,17,South Africa,"Patrick, Smith and Stephens School",Chicago,9.0,1368.0,76.0,German,No,No,1.66,Average
Sean Campbell,Female,18,China,Mason Inc School,Beijing,7.0,1220.0,62.0,Spanish,Yes,Yes,0.16,Poor
Kayla Carroll,Female,17,Egypt,Frazier-Miller School,Phoenix,9.0,1216.0,74.0,Spanish,Yes,Yes,0.23,Poor
Jennifer Hernandez,Female,19,US,Alvarez LLC School,Houston,8.0,1430.0,71.0,German,Yes,Yes,2.19,Good
Derek Adams,Female,17,Pakistan,Brown-Jones School,Phoenix,9.0,1357.0,87.0,Spanish,No,No,1.65,Average
Jose Barrett,Female,18,UK,Hardy-Williams School,London,6.0,1211.0,98.0,English,No,Yes,0.36,Poor
Gregory Riddle,Female,18,Turkey,Lee Inc School,Vancouver,9.0,1433.0,71.0,French,No,Yes,2.23,Good
Deborah Morris,Male,18,Argentina,Williams and Sons School,Dubai,10.0,1205.0,92.0,German,No,No,0.27,Poor
Michael Anderson,Female,17,South Korea,"Rodriguez, Eaton and Brooks School",New York,6.0,1515.0,62.0,French,No,No,2.91,Good
David White,Female,18,Italy,Mckenzie-Richardson School,Moscow,10.0,1323.0,82.0,English,Yes,Yes,1.29,Average
Brandon Morton,Female,17,Indonesia,Lopez-Woods School,Houston,8.0,1216.0,63.0,French,Yes,Yes,0.14,Poor
Kenneth Coleman MD,Male,19,Indonesia,Thomas and Sons School,Los Angeles,9.0,1435.0,97.0,German,Yes,Yes,2.45,Good
Christopher Ross,Male,19,Egypt,Carpenter PLC School,Los Angeles,9.0,1359.0,91.0,German,Yes,No,1.7,Average
Jennifer Freeman,Female,17,China,Sawyer Inc School,Sydney,8.0,1590.0,86.0,English,No,No,3.81,Excellent
Courtney Jones,Female,18,Australia,Munoz Inc School,Tokyo,9.0,1418.0,93.0,English,No,Yes,2.26,Good
Carol Garcia,Male,17,US,Wheeler LLC School,Beijing,10.0,1310.0,86.0,French,Yes,Yes,1.21,Average
Cheryl Lopez,Male,17,Bangladesh,Miller LLC School,Berlin,8.0,1484.0,99.0,English,Yes,No,2.92,Good
Alyssa Silva,Male,17,Thailand,"Payne, Carter and Jones School",Beijing,7.0,1309.0,89.0,French,No,Yes,1.21,Average
Samantha Raymond,Female,19,Colombia,Nelson-Scott School,Sydney,9.0,1562.0,97.0,Spanish,No,No,3.64,Excellent
Abigail Martinez,Male,17,Nigeria,"Miller, Lopez and Mcbride School",Dubai,9.0,1350.0,81.0,French,Yes,No,1.53,Average
Kelly Chavez,Male,19,Spain,"Holland, Byrd and Martinez School",Dubai,9.0,1420.0,65.0,Spanish,No,Yes,2.06,Good
Stephen Espinoza,Female,17,Spain,"Morrison, Saunders and Hernandez School",Beijing,9.0,1220.0,81.0,English,No,No,0.32,Poor
Gregory Nelson,Male,19,Egypt,Lopez Ltd School,Beijing,8.0,1370.0,65.0,German,Yes,No,1.59,Average
Donna Smith,Male,17,France,Green Group School,Phoenix,9.0,1533.0,84.0,German,No,No,3.26,Excellent
Daniel Foster,Male,17,Japan,"Cooper, Merritt and Vincent School",Berlin,6.0,1522.0,79.0,French,Yes,Yes,3.11,Excellent
Harry Morse,Female,18,Egypt,"Contreras, Gutierrez and Garcia School",Beijing,8.0,1290.0,85.0,Spanish,Yes,Yes,1.0,Poor
Robert Henry,Female,18,Japan,Mcintyre LLC School,Chicago,6.0,1290.0,60.0,French,No,No,0.79,Poor
Andrew Collins,Female,17,Colombia,"Lyons, Thompson and Nelson School",Sydney,7.0,1527.0,68.0,French,Yes,No,3.07,Excellent
Jill Ortiz,Female,17,South Korea,Byrd-Black School,New York,7.0,1572.0,80.0,German,No,No,3.59,Excellent
Casey Mullins,Female,17,India,Mcneil and Sons School,Dubai,8.0,1238.0,98.0,Spanish,Yes,No,0.62,Poor
Debbie Owen,Female,17,US,Curtis Ltd School,Berlin,9.0,1380.0,75.0,French,Yes,No,1.77,Average
Alyssa Dyer,Female,18,Colombia,Mathis-Carlson School,Vancouver,8.0,1335.0,77.0,Spanish,No,No,1.36,Average
Dennis Grant,Male,19,Colombia,"Taylor, Hansen and Williams School",Sydney,8.0,1548.0,89.0,German,Yes,No,3.44,Excellent
Jennifer Christian,Male,17,Turkey,Shepard and Sons School,Cape Town,7.0,1233.0,84.0,German,No,No,0.46,Poor
Cory Roberts,Female,18,Iran,Garcia and Sons School,Berlin,7.0,1284.0,72.0,German,No,Yes,0.84,Poor
Angela Gonzalez,Male,17,Japan,Henderson Ltd School,Los Angeles,7.0,1501.0,76.0,Spanish,No,Yes,2.89,Good
Laura Luna,Male,17,Philippines,Young and Sons School,Tokyo,6.0,1221.0,69.0,French,Yes,No,0.22,Poor
Kathryn Robertson,Male,19,Turkey,Galvan-Castillo School,Cape Town,8.0,1397.0,99.0,Spanish,No,No,2.11,Good
Mr. Mark Delgado,Male,17,Argentina,"Patel, Simpson and Mcdowell School",Houston,9.0,1377.0,65.0,French,No,No,1.66,Average
Mark Hawkins,Female,17,Colombia,"Mccall, Smith and Stewart School",Moscow,8.0,1334.0,75.0,French,Yes,No,1.33,Average
April Pacheco,Female,19,Japan,"Morrow, Robinson and Price School",Cape Town,8.0,1358.0,61.0,English,No,No,1.44,Average
Christopher Baker,Male,19,Japan,Lopez Group School,Phoenix,8.0,1412.0,69.0,Spanish,No,Yes,2.01,Good
Gary Reynolds,Male,19,Germany,"Wang, Hunter and Crane School",Dubai,9.0,1265.0,91.0,French,Yes,Yes,0.82,Poor
Sean Chen,Female,19,Indonesia,Lyons Ltd School,Houston,8.0,1429.0,68.0,English,Yes,No,2.16,Good
Taylor Rodriguez,Male,18,Argentina,Gregory-George School,New York,8.0,1522.0,63.0,French,No,No,2.99,Good
Michelle Aguilar,Male,18,Philippines,Gutierrez LLC School,Vancouver,6.0,1504.0,79.0,Spanish,No,Yes,2.94,Good
Victor Brown,Female,18,Japan,"Randall, Hicks and Sullivan School",Paris,7.0,1262.0,60.0,Spanish,No,Yes,0.54,Poor
William Mullins,Male,17,Brazil,"Oliver, Brown and Shaffer School",London,8.0,1260.0,63.0,Spanish,Yes,No,0.55,Poor
Matthew Johnson,Male,19,Japan,Jones Ltd School,Los Angeles,8.0,1307.0,92.0,French,Yes,Yes,1.22,Average
Amy Ford,Female,19,Iran,Cooley-Cameron School,Cape Town,8.0,1344.0,91.0,French,Yes,Yes,1.55,Average
Kristen Mccormick,Female,18,Argentina,Scott PLC School,London,8.0,1363.0,97.0,French,Yes,Yes,1.78,Average
Brittany Hayes,Male,17,Russia,"Gonzalez, Walsh and Smith School",Paris,8.0,1472.0,94.0,French,No,No,2.77,Good
Daniel Warner,Male,17,Mexico,Young and Sons School,Paris,9.0,1223.0,87.0,English,Yes,No,0.4,Poor
Casey Mccarthy,Male,17,Vietnam,Young-Mejia School,Phoenix,9.0,1214.0,62.0,Spanish,No,No,0.11,Poor
Amanda Benitez,Female,18,Nigeria,Hall-Salas School,Berlin,9.0,1357.0,91.0,English,Yes,No,1.68,Average
Jason Tucker,Female,17,Argentina,Ramirez Inc School,Dubai,10.0,1479.0,94.0,German,No,Yes,2.84,Good
Darrell Holland,Male,17,Thailand,Knight-Manning School,Vancouver,6.0,1277.0,92.0,Spanish,Yes,Yes,0.93,Poor
Nancy Cox,Female,17,Thailand,Gross PLC School,Sydney,7.0,1457.0,80.0,German,Yes,Yes,2.51,Good
Joel Gray,Male,19,South Korea,"Cuevas, Harvey and Kline School",London,6.0,1304.0,69.0,Spanish,No,Yes,0.99,Poor
Fred Saunders,Male,18,Thailand,Oconnor and Sons School,Los Angeles,9.0,1554.0,94.0,English,No,Yes,3.54,Excellent
Kevin Herrera,Male,19,Italy,"Carter, Collins and Patterson School",Toronto,10.0,1558.0,89.0,German,Yes,Yes,3.54,Excellent
Eileen Osborne,Female,19,Colombia,Wheeler-Harrell School,Sydney,7.0,1319.0,99.0,Spanish,Yes,Yes,1.38,Average
William Reese,Male,18,Iran,"Jenkins, Scott and Rodriguez School",Sydney,10.0,1292.0,66.0,French,Yes,No,0.88,Poor
Erin Gonzalez,Male,19,Pakistan,Wright-Hanson School,Toronto,6.0,1365.0,69.0,German,Yes,Yes,1.56,Average
Crystal Hancock,Male,17,Germany,Garcia Group School,Sydney,10.0,1296.0,68.0,German,Yes,Yes,0.93,Poor
Amy Taylor,Male,17,Indonesia,Castillo Inc School,Vancouver,7.0,1469.0,92.0,English,Yes,Yes,2.72,Good
Sandra Edwards,Male,17,Turkey,"Price, Young and Ramos School",Berlin,6.0,1530.0,67.0,German,Yes,No,3.09,Excellent
Jose Faulkner,Female,17,India,Sullivan Group School,Cape Town,8.0,1469.0,63.0,German,No,No,2.49,Good
Maria Gonzalez,Female,18,Egypt,Graham-Scott School,Tokyo,7.0,1530.0,100.0,Spanish,No,No,3.35,Excellent
Beth Finley,Female,19,Japan,Smith-Martin School,Paris,7.0,1359.0,61.0,German,Yes,Yes,1.45,Average
William Campbell,Female,19,Indonesia,Brewer Group School,Toronto,7.0,1263.0,93.0,Spanish,Yes,Yes,0.81,Poor
Brandon Nguyen,Female,17,Philippines,Hayes Group School,Los Angeles,9.0,1495.0,75.0,English,Yes,No,2.84,Good
Daniel Jones,Male,17,China,"Davis, Thompson and Jackson School",Paris,8.0,1344.0,94.0,English,Yes,No,1.58,Average
Melvin Herrera,Female,19,Vietnam,Small-Rodriguez School,London,7.0,1469.0,82.0,French,No,No,2.64,Good
Miguel Williams,Male,18,Spain,Stokes-Jacobson School,Berlin,8.0,1308.0,96.0,English,No,Yes,1.26,Average
Eric Wilson,Male,19,Colombia,"Roman, Anthony and Scott School",Dubai,9.0,1232.0,97.0,French,Yes,Yes,0.56,Poor
Nathaniel Clay,Female,17,Spain,Parker Group School,Sydney,7.0,1597.0,60.0,English,Yes,Yes,3.66,Excellent
Jacob Juarez,Male,17,Mexico,"Ayers, Crawford and Johnson School",New York,8.0,1262.0,63.0,Spanish,Yes,Yes,0.56,Poor
Scott Hicks,Female,18,Vietnam,Logan LLC School,Paris,6.0,1595.0,70.0,French,Yes,Yes,3.71,Excellent
Eric Young,Male,19,Philippines,Griffin Inc School,Dubai,7.0,1591.0,87.0,German,No,Yes,3.82,Excellent
Matthew Stewart,Male,18,Brazil,"Jackson, Estes and Anderson School",Beijing,9.0,1518.0,96.0,French,No,Yes,3.22,Excellent
Nicholas Middleton DDS,Female,18,Russia,Weeks-Crawford School,Paris,7.0,1464.0,78.0,English,No,No,2.56,Good
Stephanie Hall,Male,17,Bangladesh,Curry Ltd School,Vancouver,8.0,1431.0,84.0,German,No,No,2.31,Good
Jonathan Davis MD,Male,19,Indonesia,"Booker, Ray and Edwards School",London,9.0,1546.0,68.0,Spanish,Yes,No,3.26,Excellent
Chad Warren,Male,17,India,Abbott Inc School,Tokyo,6.0,1316.0,92.0,French,No,No,1.29,Average
Brian Carroll,Female,19,Vietnam,"Wright, Gonzalez and Roberts School",Berlin,8.0,1387.0,99.0,English,Yes,No,2.02,Good
Michelle Fletcher,Male,17,Vietnam,Dickerson and Sons School,Sydney,7.0,1448.0,71.0,English,Yes,Yes,2.36,Good
Diane Martin,Female,17,Thailand,Thomas LLC School,Dubai,10.0,1364.0,80.0,German,Yes,No,1.66,Average
Matthew West,Female,19,Iran,"Fisher, Livingston and Greene School",Berlin,8.0,1371.0,63.0,German,No,No,1.58,Average
Brady Mitchell,Male,19,UK,"Ballard, Owen and Gomez School",Vancouver,9.0,1332.0,82.0,English,Yes,Yes,1.37,Average
Ethan Lewis,Male,17,Spain,"Guzman, Yates and Skinner School",Moscow,8.0,1426.0,80.0,German,Yes,Yes,2.23,Good
Amanda Phillips,Female,19,Italy,"Moore, Johnston and Myers School",Los Angeles,6.0,1540.0,66.0,French,No,Yes,3.17,Excellent
Monica Hughes,Male,17,Australia,Vasquez-Green School,Sydney,9.0,1281.0,78.0,German,No,No,0.87,Poor
Dennis Keith,Male,19,Turkey,Hahn-Kelley School,Phoenix,10.0,1574.0,73.0,English,Yes,Yes,3.56,Excellent
Elizabeth Schmidt,Female,17,Turkey,Williams LLC School,Phoenix,8.0,1476.0,81.0,French,Yes,No,2.7,Good
Alex Lopez,Male,17,Egypt,Chavez LLC School,Sydney,9.0,1529.0,83.0,Spanish,No,No,3.22,Excellent
Paul Blair,Female,17,Argentina,"Hernandez, Howard and Robinson School",Tokyo,10.0,1422.0,60.0,Spanish,No,Yes,2.04,Good
Steven Brown,Male,18,Brazil,Lyons and Sons School,Chicago,7.0,1512.0,90.0,German,Yes,Yes,3.11,Excellent
Theresa Daniel,Male,19,Argentina,Park-Vaughn School,Toronto,7.0,1206.0,89.0,English,Yes,No,0.25,Poor
Ashley Barnes,Male,17,Argentina,"Bennett, Nelson and Miller School",Paris,8.0,1527.0,75.0,French,No,Yes,3.13,Excellent
Alexander Ball,Female,18,US,Little Group School,New York,8.0,1216.0,62.0,English,Yes,Yes,0.13,Poor
Ashley Pierce,Male,17,Turkey,Gallegos-Fischer School,Houston,9.0,1556.0,90.0,Spanish,Yes,No,3.53,Excellent
Nicole Gibson,Female,18,Vietnam,"Barton, Adams and Mayo School",Los Angeles,10.0,1597.0,98.0,Spanish,Yes,Yes,3.98,Excellent
Joseph Cook,Female,17,Egypt,Taylor-Moon School,Dubai,7.0,1318.0,70.0,English,Yes,No,1.14,Average
Kyle Gibson,Male,17,Mexico,"Brown, Sanchez and Oneill School",Phoenix,7.0,1284.0,73.0,Spanish,Yes,No,0.84,Poor
Raymond Garrett,Female,18,Pakistan,Reynolds-Vasquez School,Phoenix,9.0,1506.0,67.0,German,No,Yes,2.88,Good
Bobby Hall,Female,18,South Korea,"Frank, Cole and Avila School",Tokyo,7.0,1301.0,83.0,English,No,No,1.08,Average
Donna Stewart,Male,19,Turkey,Pugh Ltd School,London,9.0,1546.0,66.0,French,Yes,No,3.24,Excellent
Kyle Rivera,Male,19,Philippines,Chen-Watkins School,Chicago,8.0,1241.0,74.0,French,Yes,Yes,0.46,Poor
Tina Arnold,Male,18,South Africa,"Kelley, Perry and Williams School",Berlin,9.0,1250.0,88.0,French,No,Yes,0.66,Poor
John Maxwell,Male,19,France,Hill-Goodman School,New York,6.0,1592.0,82.0,Spanish,Yes,Yes,3.78,Excellent
Sarah Whitney,Female,18,Japan,Hernandez and Sons School,Paris,8.0,1470.0,75.0,Spanish,Yes,Yes,2.6,Good
Kevin Kramer,Female,19,Indonesia,"Gutierrez, Lynch and Fowler School",Sydney,8.0,1539.0,77.0,German,No,No,3.26,Excellent
Tiffany Grimes,Male,17,Canada,Steele PLC School,Moscow,8.0,1330.0,82.0,English,No,No,1.35,Average
Phillip Black,Female,19,Nigeria,Bailey-Robertson School,Vancouver,7.0,1471.0,60.0,English,Yes,Yes,2.48,Good
Linda Ingram,Female,17,Colombia,Duncan Group School,Cape Town,9.0,1438.0,63.0,German,Yes,Yes,2.21,Good
Brittany Cannon,Male,17,Philippines,"Thomas, Quinn and Johnson School",Moscow,9.0,1441.0,95.0,German,No,Yes,2.49,Good
Brandon Shelton,Female,19,Australia,Lowe PLC School,Dubai,7.0,1473.0,63.0,French,Yes,No,2.53,Good
Caitlyn Rogers,Male,18,Russia,Rojas Group School,Chicago,6.0,1430.0,88.0,German,Yes,No,2.32,Good
Mr. Richard Gonzalez DDS,Female,17,Turkey,"Thomas, Hamilton and Rodriguez School",Sydney,6.0,1372.0,97.0,French,Yes,No,1.85,Average
Devon Summers,Male,17,Pakistan,Nixon-Dominguez School,London,9.0,1310.0,71.0,French,No,Yes,1.08,Average
Ryan Roberts,Male,19,Iran,Huff Ltd School,Paris,8.0,1507.0,75.0,French,No,No,2.94,Good
Scott Jones,Male,18,Italy,Hogan PLC School,Paris,8.0,1291.0,83.0,German,Yes,Yes,0.99,Poor
Angela Best,Male,18,Pakistan,Jackson Group School,Beijing,7.0,1477.0,95.0,French,Yes,No,2.82,Good
Erika Lin,Male,19,Germany,Davis-Thomas School,Berlin,8.0,1293.0,98.0,Spanish,No,Yes,1.13,Average
Joel Fox,Male,18,South Africa,"Hicks, Allison and Adams School",Tokyo,8.0,1450.0,90.0,German,No,Yes,2.53,Good
Cheryl Torres,Male,19,Argentina,Rodriguez-Baker School,Los Angeles,8.0,1499.0,63.0,Spanish,No,Yes,2.77,Good
James Bailey,Female,19,Thailand,Wheeler-Moses School,Toronto,10.0,1287.0,87.0,French,Yes,Yes,1.0,Poor
Shannon Ferguson,Female,19,Spain,"Davis, Whitaker and Grant School",New York,7.0,1224.0,76.0,German,No,No,0.31,Poor
Katherine Wade,Male,17,Iran,"Nguyen, Wang and Reid School",Tokyo,9.0,1252.0,79.0,German,No,No,0.6,Poor
Leslie Rodriguez,Female,17,Turkey,Kirby Ltd School,London,8.0,1442.0,62.0,German,No,No,2.23,Good
Elizabeth Wong,Female,17,Indonesia,"Young, Murphy and Stone School",Toronto,8.0,1540.0,68.0,English,Yes,No,3.2,Excellent
Ashley Contreras,Male,19,South Korea,Campbell-Reyes School,Sydney,9.0,1218.0,92.0,French,Yes,Yes,0.39,Poor
Jeffrey Nelson,Female,17,Japan,Wolf-Allen School,Vancouver,9.0,1494.0,78.0,Spanish,No,Yes,2.85,Good
Cheryl Reeves,Female,17,Argentina,Walker-Cook School,London,10.0,1337.0,72.0,Spanish,Yes,No,1.35,Average
Brian Schmidt,Female,17,Australia,"Watts, Vasquez and Glover School",Cape Town,7.0,1391.0,75.0,Spanish,No,No,1.86,Average
Michael Powell,Female,19,Argentina,Mathews LLC School,Houston,6.0,1572.0,94.0,Spanish,No,Yes,3.69,Excellent
Neil Mendoza,Female,19,Nigeria,Campbell-Williams School,Moscow,9.0,1333.0,90.0,French,Yes,Yes,1.45,Average
Erin Martinez,Male,19,Colombia,Sims Group School,Tokyo,8.0,1386.0,71.0,French,Yes,No,1.78,Average
Barbara Burke,Female,17,Nigeria,Martinez-Figueroa School,Moscow,7.0,1205.0,65.0,English,Yes,Yes,0.04,Poor
Nichole Thomas,Male,18,Thailand,Franklin-Coleman School,Toronto,6.0,1233.0,70.0,English,Yes,No,0.34,Poor
Julie Levy,Female,17,South Korea,Sullivan PLC School,Chicago,6.0,1303.0,97.0,Spanish,Yes,No,1.21,Average
Samantha Lin,Female,17,South Africa,Ellis-Washington School,Toronto,10.0,1211.0,83.0,German,No,Yes,0.26,Poor
Denise Baker,Male,19,Philippines,Sanchez Ltd School,London,7.0,1453.0,81.0,English,Yes,Yes,2.48,Good
David Jones,Male,19,South Korea,Vargas-Ryan School,Toronto,7.0,1371.0,84.0,Spanish,Yes,No,1.74,Average
Heather Martin,Female,17,Argentina,"Black, Koch and Guerra School",Paris,7.0,1419.0,75.0,German,No,No,2.12,Good
Eric Raymond,Female,17,Italy,Harris LLC School,Sydney,7.0,1270.0,92.0,French,No,Yes,0.87,Poor
Tanner White,Male,18,China,Gardner-Tate School,Berlin,6.0,1318.0,81.0,English,No,No,1.22,Average
Theresa Soto,Female,18,Canada,Gates Group School,Tokyo,8.0,1466.0,65.0,Spanish,No,Yes,2.48,Good
John Mendez,Male,19,Brazil,Smith-Avila School,Toronto,6.0,1586.0,65.0,Spanish,No,Yes,3.59,Excellent
Jeffrey Roman,Male,18,South Africa,"Ramos, Smith and Butler School",Berlin,9.0,1220.0,81.0,English,Yes,Yes,0.32,Poor
Linda Kramer,Male,18,Thailand,Jones-Haas School,Cape Town,7.0,1556.0,97.0,German,Yes,Yes,3.57,Excellent
Tamara Barnes,Male,19,Vietnam,Wagner-Williamson School,Phoenix,8.0,1431.0,72.0,French,Yes,No,2.21,Good
Jeremy Singleton,Female,18,Colombia,Wilson LLC School,Tokyo,10.0,1426.0,95.0,English,No,No,2.36,Good
Cassie Stevenson,Male,17,Philippines,Villanueva PLC School,Houston,9.0,1400.0,91.0,English,No,Yes,2.08,Good
Pamela Moreno,Male,18,Mexico,Smith PLC School,Toronto,8.0,1228.0,70.0,German,No,No,0.3,Poor
Mr. Daniel Wong,Female,19,Japan,"Merritt, Valdez and Snyder School",Berlin,7.0,1236.0,61.0,English,No,No,0.3,Poor
Robert Williams,Female,17,South Korea,Porter-Jones School,Berlin,7.0,1440.0,64.0,Spanish,No,Yes,2.23,Good
Emily Williams,Female,18,France,"Daniels, Briggs and Walker School",Berlin,9.0,1336.0,89.0,German,Yes,No,1.47,Average
Terry King,Female,17,South Africa,"Anderson, Dennis and Wolfe School",London,10.0,1567.0,68.0,French,Yes,Yes,3.46,Excellent
Angie Blevins,Female,17,Canada,Santos-Miller School,Moscow,9.0,1363.0,75.0,Spanish,No,Yes,1.61,Average
Mark Johnson,Female,18,Spain,"Bartlett, Caldwell and Lee School",Chicago,8.0,1257.0,80.0,French,Yes,Yes,0.65,Poor
Luis Pena Jr.,Male,18,Turkey,Brown-Powell School,Toronto,9.0,1486.0,89.0,English,No,Yes,2.87,Good
Leah Price,Female,19,Turkey,"Coleman, West and Curry School",London,8.0,1317.0,65.0,English,No,Yes,1.09,Average
Christopher Nelson,Male,19,UK,Myers and Sons School,Sydney,6.0,1410.0,76.0,French,Yes,No,2.04,Good
Anthony White,Male,17,Turkey,Peterson-Hart School,Phoenix,8.0,1479.0,79.0,French,Yes,No,2.72,Good
Christopher Stanley,Male,19,France,Morrison-Wheeler School,Toronto,10.0,1560.0,82.0,German,Yes,No,3.5,Excellent
Thomas Ewing,Female,17,Thailand,Dodson-Kaiser School,Dubai,7.0,1517.0,93.0,Spanish,No,Yes,3.18,Excellent
Jordan Romero,Female,17,Turkey,Dixon and Sons School,Houston,9.0,1471.0,67.0,French,No,Yes,2.55,Good
Erika Williams,Female,19,Australia,"Johnston, Wood and Marquez School",Toronto,7.0,1472.0,92.0,Spanish,No,No,2.75,Good
Nicholas Fisher,Female,19,Colombia,Francis-Martinez School,Houston,8.0,1578.0,88.0,Spanish,No,No,3.71,Excellent
Trevor Colon,Male,19,South Korea,"Farley, Santiago and Garcia School",New York,6.0,1318.0,82.0,German,No,No,1.23,Average
Daniel Cox,Female,18,Pakistan,Hill-Massey School,Tokyo,8.0,1200.0,88.0,Spanish,Yes,Yes,0.19,Poor
Gregory White,Female,17,Germany,Rangel-Cook School,Vancouver,9.0,1309.0,76.0,English,No,No,1.11,Average
Jay Sanchez,Male,17,Japan,Cruz-Ortiz School,Vancouver,7.0,1287.0,66.0,English,Yes,Yes,0.82,Poor
Jason Norton,Female,17,Spain,Morgan PLC School,Berlin,9.0,1465.0,87.0,Spanish,No,No,2.65,Good
Samantha Love,Female,19,India,"Banks, Hurley and Wade School",Berlin,9.0,1453.0,81.0,Spanish,Yes,No,2.49,Good
